"kernel","tile_granularity","scalar","a_mode","x_mode","M","N","k","P","pr","pc","reps","t_bcast_mean_s","t_bcast_std_s","t_local_mean_s","t_local_std_s","t_reduce_mean_s","t_reduce_std_s","t_total_mean_s","t_total_median_s","t_total_min_s","t_total_std_s","t_total_cv_pct","t_official_mean_s","t_official_median_s","t_official_min_s","t_official_std_s","t_official_cv_pct","t_kernel_mean_s","t_kernel_median_s","t_kernel_min_s","t_kernel_std_s","t_kernel_cv_pct","t_transfer_runtime_overhead_mean_s","t_transfer_runtime_overhead_std_s","t_setup_s","gflops","gflops_compute","gflops_kernel","blocks_per_sm","x_rows_per_tile","rel_err","t_setup_device_init_s","t_setup_device_alloc_s","t_setup_h2d_A_s","bw_h2d_A_gbs","t_h2d_X_mean_s","t_h2d_X_std_s","bw_h2d_X_gbs","t_d2h_Y_mean_s","t_d2h_Y_std_s","bw_d2h_Y_gbs","t_launch_overhead_mean_s","t_launch_overhead_std_s","t_prep_alloc_buffers_s","t_prep_gen_A_s","t_prep_distrib_A_s","t_prep_gen_X_s","t_prep_distrib_X_s","t_prep_total_s","t_io_csv_raw_s","x_layout","t_prep_convert_X_s","group_timing","t_local_group_mean_s","t_local_group_std_s","gflops_local_group"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","20","1.769500000e-07","1.603113745e-08","1.033439370e-02","7.008189353e-06","9.049590000e-05","1.585886599e-06","1.042506655e-02","1.042671050e-02","1.041202800e-02","6.935987430e-06","6.653182881e-02","1.000654004e-02","1.000680302e-02","9.997613417e-03","4.499586933e-06","4.496646110e-02","9.915867186e-03","9.917024136e-03","9.908032417e-03","3.893547371e-06","3.926582817e-02","4.185265144e-04","5.757789443e-06","6.083089550e-01","321.912016","324.855649","324.855649","2","584","-1.000e+00","1.329470780e-01","2.496099987e-04","4.737970520e-01","4.532497","2.317184001e-04","1.706773366e-06","3.393913","1.770368002e-04","5.087882485e-06","4.442195","9.771314051e-06","4.887882462e-07","2.304999362e-05","8.324809380e-01","0.000000000e+00","5.396740016e-04","0.000000000e+00","1.441352617e+00","1.769660012e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","8","1","1","1","20","1.288000000e-07","3.167532661e-08","1.493321705e-02","8.119152493e-04","1.197167500e-04","1.295124130e-06","1.505306260e-02","1.487099550e-02","1.485634400e-02","8.128040301e-04","5.399592440e+00","1.432710802e-02","1.432699000e-02","1.431629147e-02","7.227006777e-06","5.044288609e-02","1.420726247e-02","1.420662403e-02","1.419753647e-02","6.830046577e-06","4.807433235e-02","7.259545817e-04","8.120930733e-04","6.151964250e-01","299.779082","302.307873","302.307873","2","448","-1.000e+00","1.382685600e-01","2.521150018e-04","4.753484430e-01","4.517704","3.082271978e-04","2.501282485e-06","3.401958","4.074928045e-04","8.116073431e-04","2.573238","1.023457931e-05","5.664394114e-07","2.932299685e-05","8.337071050e-01","0.000000000e+00","6.292480030e-04","0.000000000e+00","1.449562101e+00","1.858469986e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","20","1","1","1","20","2.415500000e-07","4.770134608e-08","3.279216370e-02","1.931868227e-04","3.388383500e-04","1.390881542e-04","3.313124360e-02","3.305713650e-02","3.302119300e-02","3.312601903e-04","9.998423069e-01","3.202190527e-02","3.197488142e-02","3.196078929e-02","2.138093025e-04","6.676970052e-01","3.168282537e-02","3.166444778e-02","3.165606308e-02","7.491277736e-05","2.364460129e-01","1.109338325e-03","1.202151221e-04","6.109554880e-01","335.314784","338.903432","338.903432","2","192","-1.000e+00","1.325899530e-01","3.031140004e-04","4.767053740e-01","4.504845","6.019727975e-04","2.698233198e-05","4.354748","4.964383975e-04","1.207251224e-04","5.280494","1.092713042e-05","5.876695611e-07","2.661599865e-05","8.376712930e-01","0.000000000e+00","1.095963002e-03","0.000000000e+00","1.449749360e+00","2.032260018e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","32","1","1","1","20","4.087500000e-07","4.744623411e-07","6.643274295e-02","2.741386228e-04","6.103675500e-04","2.128692577e-04","6.704351925e-02","6.690736900e-02","6.685717300e-02","4.433021461e-04","6.612155075e-01","6.510542581e-02","6.505590533e-02","6.503833091e-02","2.114607274e-04","3.247973956e-01","6.449464951e-02","6.449408340e-02","6.448451233e-02","4.723572449e-06","7.323975687e-03","1.938093444e-03","2.740014272e-04","6.127647490e-01","263.877687","266.376658","266.376658","1","184","-1.000e+00","1.342333940e-01","3.145529990e-04","4.768804610e-01","4.503191","1.035657600e-03","2.046189869e-04","4.049894","8.899520010e-04","1.951848531e-04","4.712955","1.248384384e-05","1.179871498e-06","4.470000567e-05","8.353503180e-01","0.000000000e+00","2.455046997e-03","0.000000000e+00","1.450614814e+00","2.002370020e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.061000000e-07","1.820034703e-08","5.911093100e-03","1.047259894e-05","4.436560000e-05","8.941621423e-07","5.955564800e-03","5.952433500e-03","5.939424000e-03","1.041049240e-05","1.748027727e-01","5.736561258e-03","5.735420877e-03","5.717918980e-03","9.500742323e-06","1.656173777e-01","5.692089558e-03","5.691407919e-03","5.673439980e-03","9.764184504e-06","1.715395446e-01","2.190035424e-04","4.610391278e-06","6.556479650e-01","280.762754","282.956324","282.956324","2","1024","-1.000e+00","1.771373760e-01","2.723720027e-04","4.768158920e-01","4.503800","1.185248002e-04","7.523245180e-07","3.317584","9.071520045e-05","4.442019599e-06","4.334621","9.763541657e-06","5.858230578e-07","8.380899817e-05","8.403354880e-01","0.000000000e+00","2.844289993e-04","0.000000000e+00","1.496351691e+00","1.908500053e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g8)","8","double","local","local","16384","16384","6","1","1","1","20","2.124000000e-07","1.015756912e-07","1.022299175e-02","4.664824657e-05","9.072615000e-05","3.683669785e-06","1.031393030e-02","1.030275050e-02","1.029222300e-02","4.737916427e-05","4.593706074e-01","9.876880818e-03","9.875961336e-03","9.869569846e-03","5.487113758e-06","5.555512776e-02","9.785942268e-03","9.785775661e-03","9.780223846e-03","2.740753215e-06","2.800704459e-02","4.370494816e-04","4.583571333e-05","6.089846570e-01","326.137931","329.168657","329.168657","2","584","-1.000e+00","1.333563730e-01","2.559240020e-04","4.740111590e-01","4.530450","2.337807991e-04","1.841050459e-06","3.363972","1.929664008e-04","4.536809701e-05","4.075487","1.030228174e-05","2.448130119e-06","2.562299778e-05","8.404419530e-01","0.000000000e+00","5.347229962e-04","0.000000000e+00","1.449986956e+00","1.871819986e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g8)","8","double","local","local","16384","16384","8","1","1","1","20","2.062500000e-07","8.586333998e-08","1.417119830e-02","4.778981156e-05","1.429995000e-04","3.928250270e-05","1.431440405e-02","1.426664850e-02","1.424588500e-02","8.607910067e-05","6.013460314e-01","1.374438816e-02","1.372385531e-02","1.371686064e-02","3.929413896e-05","2.858922383e-01","1.360118241e-02","1.360102415e-02","1.359692764e-02","2.963309368e-06","2.178714525e-02","5.700158869e-04","4.755251728e-05","6.138845510e-01","312.488795","315.778964","315.778964","2","448","-1.000e+00","1.381477540e-01","2.527469987e-04","4.741214790e-01","4.529395","3.109231964e-04","5.515028155e-06","3.372460","2.476736002e-04","4.276042080e-05","4.233701","1.141909036e-05","2.084395261e-06","2.734000009e-05","8.383124330e-01","0.000000000e+00","6.375710000e-04","0.000000000e+00","1.452861895e+00","1.935420005e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g8)","8","double","local","local","16384","16384","20","1","1","1","20","1.742000001e-07","5.024529301e-08","3.518373645e-02","9.411851088e-04","3.348884500e-04","1.305452707e-04","3.551879910e-02","3.522890600e-02","3.519778500e-02","9.595324475e-04","2.701477730e+00","3.420423875e-02","3.417397158e-02","3.416214665e-02","1.315288799e-04","3.845397081e-01","3.386917610e-02","3.387014389e-02","3.386115265e-02","3.387233005e-06","1.000093121e-02","1.314560348e-03","9.415169127e-04","6.124885990e-01","313.920690","317.026260","317.026260","1","288","-1.000e+00","1.356450830e-01","3.130350015e-04","4.751527510e-01","4.519565","6.259503990e-04","1.227128098e-04","4.187936","6.770592123e-04","9.394562100e-04","3.871803","1.155073695e-05","9.300750149e-07","2.780700015e-05","8.447097050e-01","0.000000000e+00","1.596792004e-03","0.000000000e+00","1.458822903e+00","2.135169998e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g8)","8","double","local","local","16384","16384","32","1","1","1","20","2.682500001e-07","2.359114184e-07","5.785449090e-02","3.457225297e-04","6.153438000e-04","2.791143158e-04","5.847010295e-02","5.821374750e-02","5.816905300e-02","5.704561013e-04","9.756372445e-01","5.647154829e-02","5.638003317e-02","5.635793226e-02","2.792500057e-04","4.944968115e-01","5.585593624e-02","5.585491180e-02","5.585161591e-02","3.323167626e-06","5.949533477e-03","1.998554659e-03","3.452506442e-04","6.173256890e-01","304.221678","307.574635","307.574635","1","184","-1.000e+00","1.378194890e-01","3.030039952e-04","4.778546300e-01","4.494010","1.054952002e-03","2.626620832e-04","3.975824","9.307871968e-04","2.588067188e-04","4.506190","1.281546052e-05","9.638176481e-07","4.658599937e-05","8.395437460e-01","0.000000000e+00","2.432788999e-03","0.000000000e+00","1.459348810e+00","2.093340008e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk1024)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.097000000e-07","1.065783624e-08","5.903103100e-03","4.459003581e-04","4.436055000e-05","4.848891870e-07","5.947573350e-03","5.727793500e-03","5.710286000e-03","4.460979575e-04","7.500503672e+00","5.653575861e-03","5.509096371e-03","5.494069206e-03","1.968023224e-04","3.481023820e+00","5.609105611e-03","5.464511871e-03","5.450784206e-03","1.965079146e-04","3.503373411e+00","2.939974892e-04","3.428659974e-04","6.356227730e-01","284.883899","287.142523","287.142523","1","1536","-1.000e+00","1.674258610e-01","2.871899997e-04","4.665047130e-01","4.603348","1.195503999e-04","1.266133805e-06","3.289123","1.649568003e-04","3.430245378e-04","2.383751","9.490289031e-06","5.388236337e-07","2.278300235e-05","8.705176960e-01","0.000000000e+00","2.829810037e-04","0.000000000e+00","1.506446233e+00","1.776640056e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk1024)(g8)","8","double","local","local","16384","16384","6","1","1","1","20","1.378500000e-07","1.719325146e-08","1.132170510e-02","6.295406712e-06","9.020000000e-05","1.214635358e-06","1.141204295e-02","1.141131000e-02","1.139870400e-02","6.101176940e-06","5.346261810e-02","1.098468032e-02","1.098440940e-02","1.098193233e-02","2.027627461e-06","1.845868429e-02","1.089434247e-02","1.089428806e-02","1.089116764e-02","1.584479429e-06","1.454405746e-02","4.273626298e-04","6.711471875e-06","6.078940810e-01","293.247084","295.678742","295.678742","1","872","-1.000e+00","1.329381190e-01","2.534980013e-04","4.734305810e-01","4.536005","2.316496000e-04","2.527956137e-06","3.394921","1.859231994e-04","5.482728074e-06","4.229876","9.789830506e-06","6.522236437e-07","5.708599929e-05","8.742254770e-01","0.000000000e+00","5.373259992e-04","0.000000000e+00","1.482713970e+00","1.685840034e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk1024)(g8)","8","double","local","local","16384","16384","8","1","1","1","20","1.733000000e-07","4.022188457e-08","1.456663150e-02","1.402940172e-05","1.207679500e-04","2.661179961e-06","1.468757275e-02","1.468595450e-02","1.466724500e-02","1.419475945e-05","9.664469203e-02","1.412831406e-02","1.412792369e-02","1.412486112e-02","3.008759347e-06","2.129595459e-02","1.400737281e-02","1.400723219e-02","1.400425625e-02","2.269438493e-06","1.620174264e-02","5.592586915e-04","1.444521782e-05","6.141910450e-01","303.997156","306.621902","306.621902","1","680","-1.000e+00","1.395306480e-01","2.630750023e-04","4.731017420e-01","4.539158","3.091775969e-04","6.542402607e-06","3.391501","2.397103995e-04","1.290637415e-05","4.374345","1.037069517e-05","6.866053788e-07","2.886199945e-05","8.688834310e-01","0.000000000e+00","6.528320009e-04","0.000000000e+00","1.483756170e+00","1.842150014e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g16)","16","double","local","local","16384","16384","3","1","1","1","20","1.480000000e-07","3.704193926e-08","6.313963550e-03","3.651080973e-04","4.489995000e-05","8.812347483e-07","6.359011500e-03","6.672540500e-03","5.928114000e-03","3.652106495e-04","5.743198443e+00","6.140745568e-03","6.450455453e-03","5.711901079e-03","3.629956074e-04","5.911262784e+00","6.095697618e-03","6.405231953e-03","5.666912079e-03","3.628959851e-04","5.953313433e+00","2.182659325e-04","4.790710224e-06","6.372446900e-01","262.282929","264.221232","264.221232","16","128","-1.000e+00","1.603029290e-01","2.549330020e-04","4.752813240e-01","4.518342","1.192095999e-04","1.273714432e-06","3.298526","8.925599940e-05","4.155707926e-06","4.405485","9.800333201e-06","5.221011437e-07","6.921000022e-05","8.442917160e-01","0.000000000e+00","3.148649994e-04","0.000000000e+00","1.481920481e+00","1.824869978e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g16)","16","double","local","local","16384","16384","6","1","1","1","20","1.307000000e-07","1.841080919e-08","1.556668695e-02","4.816421941e-05","9.018840000e-05","7.653449446e-07","1.565700605e-02","1.564766750e-02","1.563415000e-02","4.809020029e-05","3.071481236e-01","1.523116864e-02","1.523128858e-02","1.522373524e-02","3.729010553e-06","2.448276059e-02","1.514084954e-02","1.514016008e-02","1.513388824e-02","3.632402030e-06","2.399074121e-02","4.258374074e-04","4.966140103e-05","6.238473820e-01","211.489056","212.750643","212.750643","16","64","-1.000e+00","1.451092690e-01","2.643350017e-04","4.771189180e-01","4.500940","2.328815997e-04","3.528876574e-06","3.376961","1.831504002e-04","5.003529499e-05","4.293914","9.805407496e-06","5.329498623e-07","5.538899859e-05","8.393492620e-01","0.000000000e+00","5.379299982e-04","0.000000000e+00","1.463789963e+00","2.065259978e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g16)","16","double","local","local","16384","16384","8","1","1","1","20","1.715000000e-07","9.725170793e-09","2.755349350e-02","1.288748407e-03","1.210275500e-04","3.124222235e-06","2.767469255e-02","2.738268350e-02","2.736663200e-02","1.289458707e-03","4.659342484e+00","2.682585031e-02","2.682162869e-02","2.681273077e-02","1.130727140e-05","4.215065419e-02","2.670465126e-02","2.670243263e-02","2.668940735e-02","1.105624587e-05","4.140194817e-02","8.488422396e-04","1.286784169e-03","6.137238750e-01","160.105542","160.832181","160.832181","16","48","-1.000e+00","1.338659910e-01","2.683860002e-04","4.782268130e-01","4.490513","3.078768000e-04","3.195151542e-06","3.405830","5.308288105e-04","1.286130510e-03","1.975356","1.013662914e-05","5.695280100e-07","5.756199971e-05","8.381042740e-01","0.000000000e+00","6.744400016e-04","0.000000000e+00","1.452560151e+00","1.752399985e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g16)","16","double","local","local","16384","16384","20","1","1","1","20","1.546500001e-07","2.494472841e-08","3.390582530e-02","2.091427910e-04","3.341331000e-04","1.282158029e-04","3.424011305e-02","3.422706100e-02","3.388780900e-02","2.842282193e-04","8.301030399e-01","3.310900146e-02","3.315847306e-02","3.274809424e-02","1.797196862e-04","5.428121608e-01","3.277471371e-02","3.280435181e-02","3.243107224e-02","1.492650198e-04","4.554273796e-01","1.131111593e-03","1.581812081e-04","6.058697590e-01","324.305106","327.612877","327.612877","12","32","-1.000e+00","1.321971530e-01","3.051330059e-04","4.720173650e-01","4.549586","6.206768006e-04","1.175667714e-04","4.223519","4.993711993e-04","1.131119348e-04","5.249482","1.106359311e-05","5.019020508e-07","2.420599776e-05","8.492260190e-01","0.000000000e+00","1.598276001e-03","0.000000000e+00","1.456718260e+00","2.001219982e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g16)","16","double","local","local","16384","16384","32","1","1","1","20","2.602000000e-07","1.894431174e-07","5.423241060e-02","1.230068377e-03","5.531200500e-04","2.072884317e-04","5.478579085e-02","5.443537200e-02","5.417861100e-02","1.263549815e-03","2.306345852e+00","5.261449551e-02","5.259677092e-02","5.239189723e-02","2.001515069e-04","3.804113390e-01","5.206111526e-02","5.208171272e-02","5.189027023e-02","1.022561467e-04","1.964155899e-01","2.171295335e-03","1.247707959e-03","6.089112300e-01","326.523499","329.994260","329.994260","7","32","-1.000e+00","1.368780970e-01","3.131420017e-04","4.703606130e-01","4.565611","1.290643197e-03","1.242281466e-03","3.249778","8.682896078e-04","2.116382582e-04","4.830536","1.236253005e-05","9.936401037e-07","2.562799637e-05","8.483840360e-01","0.000000000e+00","2.422293001e-03","0.000000000e+00","1.459743187e+00","1.993209953e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g16)","16","double","local","local","16384","16384","3","1","1","1","20","1.062500000e-07","8.496903468e-09","5.725276550e-03","1.255344859e-04","4.437375000e-05","4.922358094e-07","5.769756550e-03","5.688321500e-03","5.631962000e-03","1.256569875e-04","2.177855970e+00","5.551923237e-03","5.473134507e-03","5.419976168e-03","1.250045286e-04","2.251553619e+00","5.507443237e-03","5.429008007e-03","5.375264168e-03","1.248817245e-04","2.267508154e+00","2.178333127e-04","5.554546832e-06","6.482826020e-01","290.099965","292.442912","292.442912","8","256","-1.000e+00","1.740142800e-01","2.684130013e-04","4.725760520e-01","4.544208","1.205567997e-04","4.132096920e-06","3.261666","8.790879920e-05","4.378462405e-06","4.472999","9.367713799e-06","5.847735614e-07","2.777700138e-05","8.264636400e-01","0.000000000e+00","2.863360060e-04","0.000000000e+00","1.475060355e+00","1.899150011e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g16)","16","double","local","local","16384","16384","6","1","1","1","20","1.305000000e-07","6.005041741e-08","1.092215285e-02","1.899591839e-05","9.062995000e-05","3.697097303e-06","1.101291330e-02","1.100372550e-02","1.098942300e-02","1.851414583e-05","1.681130626e-01","1.058966434e-02","1.058278249e-02","1.056764679e-02","1.589816396e-05","1.501290640e-01","1.049890389e-02","1.049310398e-02","1.047779179e-02","1.604952110e-05","1.528685400e-01","4.232489556e-04","6.487287537e-06","6.101036940e-01","304.185795","306.815407","306.815407","8","144","-1.000e+00","1.372890250e-01","2.627809954e-04","4.711495240e-01","4.557966","2.325935997e-04","1.928917529e-06","3.381142","1.808736004e-04","6.854907162e-06","4.347965","9.781755475e-06","6.032921027e-07","2.851499448e-05","8.276546170e-01","0.000000000e+00","5.634909976e-04","0.000000000e+00","1.438350317e+00","1.977060019e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g16)","16","double","local","local","16384","16384","8","1","1","1","20","1.491500000e-07","3.977472751e-08","2.530483410e-02","9.923781432e-04","1.215353500e-04","3.344618022e-06","2.542651860e-02","2.516772050e-02","2.515368200e-02","9.929362842e-04","3.905120869e+00","2.463064141e-02","2.463041527e-02","2.462158738e-02","6.185429832e-06","2.511274363e-02","2.450895691e-02","2.450868797e-02","2.450019264e-02","6.866446350e-06","2.801606929e-02","7.958771908e-04","9.919591996e-04","6.154387000e-01","174.374968","175.240722","175.240722","8","112","-1.000e+00","1.392875250e-01","2.597980056e-04","4.744861920e-01","4.525914","3.104095966e-04","4.254461732e-06","3.378040","4.751791887e-04","9.910549296e-04","2.206696","1.028840556e-05","6.263950509e-07","2.581399895e-05","8.297358470e-01","0.000000000e+00","6.336359947e-04","0.000000000e+00","1.445833997e+00","1.880549971e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g16)","16","double","local","local","16384","16384","20","1","1","1","20","2.327500000e-07","7.110916367e-08","3.245459400e-02","4.644237170e-04","3.361141500e-04","1.318541407e-04","3.279094090e-02","3.261355650e-02","3.256874100e-02","5.074212775e-04","1.547443482e+00","3.156497897e-02","3.153477661e-02","3.151417046e-02","1.339678187e-04","4.244191603e-01","3.122863207e-02","3.122792053e-02","3.121167946e-02","1.203350646e-05","3.853356890e-02","1.225961931e-03","4.612895763e-04","6.132870900e-01","340.168712","343.832487","343.832487","6","64","-1.000e+00","1.335182590e-01","3.129079996e-04","4.781082860e-01","4.491626","6.263023973e-04","1.173281061e-04","4.185582","5.883407995e-04","4.567757851e-04","4.455649","1.131873460e-05","1.026682383e-06","2.720500197e-05","8.300215290e-01","0.000000000e+00","1.680738002e-03","0.000000000e+00","1.445016562e+00","1.937100023e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g16)","16","double","local","local","16384","16384","32","1","1","1","20","2.233000000e-07","7.802637872e-08","6.830266160e-02","2.518183996e-04","5.821190000e-04","2.150650223e-04","6.888500390e-02","6.874485100e-02","6.866984600e-02","4.264527320e-04","6.190792014e-01","6.694896065e-02","6.688816473e-02","6.685805598e-02","2.129020676e-04","3.180065314e-01","6.636661835e-02","6.636651230e-02","6.635763550e-02","4.073493863e-06","6.137865639e-03","1.936043253e-03","2.535384859e-04","6.103101960e-01","256.611440","258.863109","258.863109","4","48","-1.000e+00","1.358310160e-01","3.159720000e-04","4.727566840e-01","4.542471","1.018087995e-03","1.890137371e-04","4.119785","9.055952013e-04","1.846674600e-04","4.631544","1.236005653e-05","9.266820320e-07","2.832300379e-05","8.296525690e-01","0.000000000e+00","2.445277001e-03","0.000000000e+00","1.442436365e+00","2.860960012e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g16)","16","double","local","local","16384","16384","3","1","1","1","20","1.122500001e-07","2.759075932e-08","5.956028750e-03","2.092924981e-04","4.430150000e-05","6.946832296e-07","6.000442500e-03","6.133182000e-03","5.678264000e-03","2.093198657e-04","3.488407159e+00","5.784484141e-03","5.916692489e-03","5.462054876e-03","2.087180794e-04","3.608240153e+00","5.740070391e-03","5.872287989e-03","5.417183876e-03","2.086926813e-04","3.635716412e+00","2.159583593e-04","3.539436843e-06","6.390734500e-01","278.436710","280.591112","280.591112","5","400","-1.000e+00","1.659849330e-01","2.580520013e-04","4.713657490e-01","4.555875","1.182431992e-04","1.201639156e-06","3.325485","8.817280084e-05","2.961420393e-06","4.459607","9.542359245e-06","6.395986790e-07","2.693999704e-05","8.230582240e-01","0.000000000e+00","2.838719956e-04","0.000000000e+00","1.462442486e+00","1.785979985e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g16)","16","double","local","local","16384","16384","6","1","1","1","20","1.517000000e-07","3.356548982e-08","1.003037775e-02","1.063895483e-03","9.019770000e-05","1.424426758e-06","1.012072715e-02","9.892876500e-03","9.853477000e-03","1.064683436e-03","1.051983143e+01","9.462539780e-03","9.468570552e-03","9.437583904e-03","1.842228346e-05","1.946864572e-01","9.372190380e-03","9.378128052e-03","9.348383904e-03","1.838785694e-05","1.961959392e-01","6.581873699e-04","1.066971439e-03","6.091707580e-01","340.418698","343.700388","343.700388","5","224","-1.000e+00","1.374767040e-01","2.543719966e-04","4.701110040e-01","4.568035","2.324319996e-04","1.791804334e-06","3.383493","4.158768050e-04","1.067016936e-03","1.891022","9.878565272e-06","7.630713194e-07","5.829000293e-05","8.241887630e-01","0.000000000e+00","5.531130009e-04","0.000000000e+00","1.433970924e+00","1.855130031e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g16)","16","double","local","local","16384","16384","8","1","1","1","20","1.792000000e-07","6.971868287e-08","1.723444630e-02","1.358217459e-03","1.220784500e-04","9.600244221e-06","1.735670395e-02","1.705003600e-02","1.702085000e-02","1.358527632e-03","7.827106088e+00","1.649808019e-02","1.649524603e-02","1.647372205e-02","1.328241668e-05","8.050886237e-02","1.637582254e-02","1.637417603e-02","1.635568047e-02","1.251613435e-05","7.643056902e-02","8.586237559e-04","1.359710110e-03","6.055289230e-01","260.331338","262.274905","262.274905","5","176","-1.000e+00","1.344836570e-01","2.604039983e-04","4.694417250e-01","4.574548","6.122735903e-04","1.359566494e-03","1.712594","2.355040006e-04","1.544449920e-05","4.452476","1.084616500e-05","8.243185047e-07","2.622500324e-05","8.241081000e-01","0.000000000e+00","6.371880008e-04","0.000000000e+00","1.430300436e+00","1.998770022e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g16)","16","double","local","local","16384","16384","20","1","1","1","20","2.194500000e-07","7.060004098e-08","3.222819630e-02","1.688910290e-04","3.342275000e-04","1.372698962e-04","3.256264325e-02","3.246828250e-02","3.244617100e-02","2.800058704e-04","8.598990820e-01","3.143196387e-02","3.140349417e-02","3.137751533e-02","1.391925753e-04","4.428376664e-01","3.109751692e-02","3.109617615e-02","3.107328033e-02","1.439277995e-05","4.628273052e-02","1.130679382e-03","1.667021364e-04","6.223175640e-01","341.608252","345.282174","345.282174","5","64","-1.000e+00","1.448312750e-01","3.023680038e-04","4.758540830e-01","4.512904","6.263600022e-04","1.233097038e-04","4.185197","4.927231953e-04","1.193022592e-04","5.320310","1.159618440e-05","8.788810966e-07","2.601699816e-05","8.349836320e-01","0.000000000e+00","1.621249998e-03","0.000000000e+00","1.458948463e+00","1.889730047e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g16)","16","double","local","local","16384","16384","32","1","1","1","20","4.806000001e-07","3.110400887e-07","7.243869300e-02","5.138143018e-04","6.144287000e-04","2.256777834e-04","7.305360230e-02","7.301767450e-02","7.200074800e-02","6.554122662e-04","8.971662527e-01","7.109652589e-02","7.118564973e-02","7.016565473e-02","4.573873469e-04","6.433329071e-01","7.048161659e-02","7.057358170e-02","6.963126373e-02","3.492629788e-04","4.955376957e-01","1.957076408e-03","2.702042187e-04","6.121931640e-01","241.641472","243.749647","243.749647","3","80","-1.000e+00","1.392050060e-01","3.171730059e-04","4.713109330e-01","4.556405","1.047297600e-03","2.074816971e-04","4.004883","8.966079980e-04","1.973558974e-04","4.677969","1.317080967e-05","1.513787787e-06","2.991800284e-05","8.295251890e-01","0.000000000e+00","2.431005996e-03","0.000000000e+00","1.444179277e+00","2.016459985e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
